,,,"Newell County, Municipal district [Census subdivision], Alberta",,,,,,"Alberta [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Language used most often at work","          Siouan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Tlingit",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Tsimshian languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Gitxsan (Gitksan)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Nisga'a",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Tsimshian",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Wakashan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Haisla",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Heiltsuk",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Kwakiutl (Kwak'wala)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Nuu-chah-nulth (Nootka)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Wakashan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Aboriginal languages; n.o.s.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","      Non-Aboriginal languages",,      40,,      25,,      20,,   20050,,   10755,,    9300,
"Language used most often at work","        Afro-Asiatic languages",,       0,,       0,,       0,,     940,,     575,,     360,
"Language used most often at work","          Berber languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Kabyle",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Berber languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Cushitic languages",,       0,,       0,,       0,,     100,,      45,,      55,
"Language used most often at work","            Bilen",,       0,,       0,,       0,,      10,,       0,,      10,
"Language used most often at work","            Oromo",,       0,,       0,,       0,,      25,,      15,,      15,
"Language used most often at work","            Somali",,       0,,       0,,       0,,      60,,      25,,      35,
"Language used most often at work","            Cushitic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Semitic languages",,       0,,       0,,       0,,     840,,     530,,     305,
"Language used most often at work","            Amharic",,       0,,       0,,       0,,      85,,      50,,      35,
"Language used most often at work","            Arabic",,       0,,       0,,       0,,     610,,     415,,     195,
"Language used most often at work","            Assyrian Neo-Aramaic",,       0,,       0,,       0,,      10,,      10,,       0,
"Language used most often at work","            Chaldean Neo-Aramaic",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Harari",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Hebrew",,       0,,       0,,       0,,      50,,      15,,      35,
"Language used most often at work","            Maltese",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Tigrigna",,       0,,       0,,       0,,      40,,      15,,      25,
"Language used most often at work","            Semitic languages; n.i.e.",,       0,,       0,,       0,,      50,,      25,,      25,
"Language used most often at work","          Afro-Asiatic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Austro-Asiatic languages",,       0,,       0,,       0,,    1305,,     515,,     790,
"Language used most often at work","          Khmer (Cambodian)",,       0,,       0,,       0,,      15,,      10,,       0,
"Language used most often at work","          Vietnamese",,       0,,       0,,       0,,    1290,,     505,,     780,
"Language used most often at work","          Austro-Asiatic languages; n.i.e",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Austronesian languages",,       0,,       0,,       0,,     850,,     420,,     430,
"Language used most often at work","          Bikol",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Cebuano",,       0,,       0,,       0,,      15,,       0,,      10,
"Language used most often at work","          Fijian",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Hiligaynon",,       0,,       0,,       0,,      10,,       0,,      10,
"Language used most often at work","          Ilocano",,       0,,       0,,       0,,      30,,      10,,      20,
"Language used most often at work","          Malagasy",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Malay",,       0,,       0,,       0,,      10,,      10,,      10,
"Language used most often at work","          Pampangan (Kapampangan; Pampango)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Pangasinan",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Tagalog (Pilipino; Filipino)",,       0,,       0,,       0,,     785,,     405,,     380,
"Language used most often at work","          Waray-Waray",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Austronesian languages; n.i.e.",,       0,,       0,,       0,,      10,,       0,,      10,
"Language used most often at work","        Creole languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Haitian Creole",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Creole; n.o.s.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Creole languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Dravidian languages",,       0,,       0,,       0,,      55,,      25,,      35,
"Language used most often at work","          Kannada",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Malayalam",,       0,,       0,,       0,,      15,,      10,,       0,
"Language used most often at work","          Tamil",,       0,,       0,,       0,,      35,,      15,,      15,
"Language used most often at work","          Telugu",,       0,,       0,,       0,,       0,,       0,,       0,
